0062,02,0    ,0411005007,CASKET PLACERS  A16164 (VAN TAK 240)                                                                ,19740307  ,          ,          
0062,02,0    ,0420005871,1 X GRASMATTE VOLWASSENES_GROENTJEK 227274                                                          ,19951127  ,          ,          
0062,02,0    ,0420006201,POLYGRAS MATS ADULTS REDAJ02379                                                                     ,20011001  ,          ,          
0062,02,0    ,0430005205,CHURCH TRUCK - OPVOU 2 KANTE X 1CHROOM  PLAASLIK                                                    ,19830308  ,          ,          
0062,02,0    ,0430005346,STOOTWAENTJIE X 1 PLAASLIK SILWER           2 SIDES                                                 ,19880801  ,          ,          
0062,02,0    ,0430005458,CHURCH FOLD 4 SIDES X 1 CHROME PLAASLIK         TJEK 14                                             ,19910201  ,          ,          
0062,02,0    ,0430007084,1 X MORTUARY DISPLAY TRUCKCINVFB937                                                                 ,20071101  ,          ,          
0062,02,0    ,0472005295,ALLWAY COT & LININGSTRAP TIPE                                                                       ,19840719  ,          ,          
0062,02,0    ,0472005336,ONE MAN STRETCHER                                                                                   ,19870302  ,          ,          
0062,02,0    ,0495005604,ALLWAY COT COVER GROENNA FICKSBURG                                                                  ,20010101  ,          ,          
0062,02,0    ,0640001168,FORD FALCON  V4/2418TJEK 282824  BMZ116GP                                                           ,19970123  ,2418      ,BMZ116GP  
0062,02,314  ,0327010277,1 X HP DESK JET PRINTERCINVKJ1240                                                                   ,20071101  ,          ,          
0062,02,AK   ,0346000064,DAKWAAIER KI 31/3/05                                                                                ,20050301  ,          ,          
0062,02,BK   ,0207012335,1 X BESOEKERSTOEL_WYNROOI                                                                           ,19910101  ,          ,          
0062,02,BK   ,0212005299,SKILDERYKZ01633                                                                                     ,20000901  ,          ,          
0062,02,BK   ,0213005684,GORDYNE (7 X BANE +KANTGORDYN )TJEK 365973                                                          ,19980401  ,          ,          
0062,02,KELLY,0327007037,1 X TOWER_DELLKREDKC/9035                                                                           ,20040713  ,          ,          
0062,02,KELLY,0327007280,1 X MONITOR DELLKREDKC/9035                                                                         ,20040713  ,          ,          
0062,02,KOM  ,0201225572,KOFFIETAFELSTAALPOTE                                                                                ,19890601  ,          ,          
0062,02,KV   ,0322005296,BRANDBLUSSERGEDIENS 08/2006 KNT25/10/06                                                             ,19910101  ,          ,          
0062,02,KV   ,0471005259,1 CASKET DISPLAY RACK 3 TIER   (STAPEL)                                                             ,19890801  ,          ,          
0062,02,KV   ,0471005276,CASKET DISPLAY RACK - ENKEL (VERTIKAAL)           TJEK                                              ,19900601  ,          ,          
0062,02,KV   ,0471005316,CASKET DISPLAY RACKS X 3 STAPELRAKKE TJEK 9267 8.90_KI2                                             ,19900901  ,          ,          
0062,02,KV   ,0471005328,1 ENKELRAKKE - KISTEVERTOON(VERTIKAAL)___NA FICKSBURG                                               ,19910201  ,          ,          
0062,02,KV   ,0471005701,1 X HORISONTALE KISTESTAANDER X 1                                                                   ,19910101  ,          ,          
0062,02,KV   ,0471005725,KISTESTAANDER X 1 (VERTIKAAL)NA FICKSBURG                                                           ,19990801  ,          ,          
0062,02,KV   ,0471005864,1 X KISTESTAANDER3 TIER                                                                             ,19910101  ,          ,          
0062,02,KV   ,0471005971,KISTESTAANDER_3 TIER                                                                                ,20030101  ,          ,          
0062,02,KV   ,0471005972,KISTESTAANDER (VERTIKAAL)                                                                           ,20030101  ,          ,          
0062,02,KV   ,0495005336,CASKET DISPLAY RACK (3 TIER)JNL 22451___NA FICKSBURG                                                ,19990701  ,          ,          
0062,02,KV   ,0495005337,CASKET DISPLAY RACK(VERTIKAAL)JNL 22451_NA FICKSBURG                                                ,19990701  ,          ,          
0062,02,LH   ,0203005168,KABINET 2 DEUR STAAL(EX 262)                                                                        ,19621207  ,          ,          
0062,02,LH   ,0322005420,BRANDBLUSSER (4 5KG)(GEDIENS 2/2005GEDIENS 08/2006 KNT2                                             ,19990801  ,          ,          
0062,02,LH   ,0330005202,WAAIER  TOSHIBA                                                                                     ,19841031  ,          ,          
0062,02,LH   ,0440005022,BALSEMTAFEL                                                                                         ,19600908  ,          ,          
0062,02,LH   ,0460005029,KOELKAS 2 LAAI2 DEUR                                                                                ,19670523  ,          ,          
0062,02,LH   ,0460005110,KOELKAS 3 LAAI (VANAF TAK 62)                                                                       ,19790306  ,          ,          
0062,02,LH   ,0460005438,1 X INSTAP KOELKAMER                                                                                ,19910101  ,          ,          
0062,02,LH   ,0495005174,1 X BABATAS                                                                                         ,19910101  ,          ,          
0062,02,O    ,0471005973,STAANDERS                                                                                           ,20030101  ,          ,          
0062,02,O    ,0472005600,1 X VESELGLAS TROLLIE_(GROEN)TJEK 314355__NA FICKSBURG                                              ,19970717  ,          ,          
0062,02,OA   ,0201225562,1 TELEFOONTAFELIMBUIA 2 DEUR                                                                        ,19890601  ,          ,          
0062,02,OA   ,0201227799,KOFFIETAFEL (EIK)(LANGWERPIG)KJ12583 K/FOKUS                                                        ,19990430  ,          ,          
0062,02,OA   ,0299005881,1 X SNIPPERMANDJIESTAAL                                                                             ,19901010  ,          ,          
0062,02,OA   ,0299006009,1 X STAANASBAKROND-STAAL                                                                            ,19910101  ,          ,          
0062,02,OA   ,0299006186,1 X MONSTER G/S  (K/S)MFULU                                                                         ,19910101  ,          ,          
0062,02,OA   ,0299006187,1 X MONSTER G/S  (K/S & V/S & B/POT)KALI                                                            ,19910101  ,          ,          
0062,02,OA   ,0299008181,PLASTIESE MATBESKERMER                                                                              ,20030101  ,          ,          
0062,02,OA   ,0346000065,DAKWAAIER KI 31/3/05                                                                                ,20050301  ,          ,          
0062,02,RK   ,0203005049,1 X 2 DEUR STAAL KABINET                                                                            ,19710208  ,          ,          
0062,02,RK   ,0203005304,KABINET 4 LAAI                                                                                      ,19820807  ,          ,          
0062,02,RK   ,0212005213,PRENTTJEK 441199                                                                                    ,19990617  ,          ,          
0062,02,RK   ,0299007594,1 X PLASTIESE MAT BESKERMER                                                                         ,19910101  ,          ,          
0062,02,RK1  ,0207012907,BRUIN MATERIAAL ONTVANGSTOELCHROOM                                                                  ,20010101  ,          ,          
0062,02,RK1  ,0207012908,BRUIN MATERIAAL ONTVANGSTOELCHROOM                                                                  ,20010101  ,          ,          
0062,02,RK1  ,0207012909,BRUIN MATERIAAL ONTVANGSTOELCHROOM                                                                  ,20010101  ,          ,          
0062,02,RK1  ,0207012910,BRUIN MATERIAAL ONTVANGSTOELCHROOM                                                                  ,20010101  ,          ,          
0062,02,RK1  ,0299007593,1 X SNIPPERMANDJIE                                                                                  ,19910101  ,          ,          
0062,02,RK2  ,0201005085,1 X 5-LAAI STAAL LESSENAAR                                                                          ,19711027  ,          ,          
0062,02,RK2  ,0201228504,1 X KOFFIETAFEL_(LANGWERPIG)EIKE                                                                    ,19910101  ,          ,          
0062,02,RK2  ,0203005154,KABINET 4 LAAI                                                                                      ,19720620  ,          ,          
0062,02,RK2  ,0299005880,BESLAG VERTOONBORD                                                                                  ,19901010  ,          ,          
0062,02,RK2  ,0299006182,1 X PLASTIESE MATBESKERMER                                                                          ,19910101  ,          ,          
0062,02,RK2  ,0299006621,BRANDKLUISKLEIN                                                                                     ,19910101  ,          ,          
0062,02,RK2  ,0299007595,1 X SNIPPERMANDJIE                                                                                  ,19910101  ,          ,          
0062,02,ST   ,0495006483,DRAPES FOR CHURCH TRUCK KREDKM1322_MAROON                                                           ,20060601  ,          ,          
0062,02,ST   ,0495006561,BEGRAFNIS PAKKET METAAL CINVKN55                                                                    ,20060601  ,          ,          
0062,02,ST   ,0495006562,BEGRAFNIS PAKKET METAAL CINVKN55                                                                    ,20060601  ,          ,          
0062,02,STOOR,0203005998,1 X SKRYFBEHOEFTE KABINET2 DEUR STAAL 6VT                                                           ,19951122  ,          ,          
0062,02,STOOR,0299006185,1 X ASBLIK  (METAAL)                                                                                ,19910101  ,          ,          
0062,02,STOOR,0322005134,1 X BRANDBLUSSER  4 5KGGEDIENS 08/2006 KNT25/10/06                                                  ,19910101  ,          ,          
0062,02,STOOR,0430005892,KERKTROLLIE FOXTRONTJEK 293607                                                                      ,19970402  ,          ,          
0062,02,VOERT,0640001496,CUSTOM CITY LWBV4/2797  KB01926_ MLL211GP                                                           ,20010401  ,2797      ,MLL211GP  
0062,02,VOERT,0640001499,SLEEPWA  V4/2806KB02373_MNM406GP                                                                    ,20010504  ,2806      ,MNM406GP  
